DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,LTI,DART,DESCRIPTION,Number_OF_Incidents,HOURS_YOY,LTI_YOY,DART_YOY,OSHA_YOY,LTI_Rate,DART_Rate,OSHA_Rate
Library,7/29/2017,NULL,NULL,NULL,0,439033.05,3,4,6,1.36663971,1.82218628,2.733279419
Louisville Metro Council      ,7/29/2017,NULL,NULL,NULL,0,158436.45,0,0,0,0,0,0
Louisville Metro EMS,7/29/2017,NO,NO,Bloodborne Pathogen Exposure,2,521792.72,39,67,98,14.94846459,25.68069558,37.56280847
Louisville Metro EMS,7/29/2017,YES,YES,"Concussion-Brain, cerebral",1,521792.72,39,67,98,14.94846459,25.68069558,37.56280847
Louisville Metro EMS,7/29/2017,NO,NO,Cut or Laceration,1,521792.72,39,67,98,14.94846459,25.68069558,37.56280847
Louisville Metro EMS,7/29/2017,NO,YES,Sprain  (ligament),1,521792.72,39,67,98,14.94846459,25.68069558,37.56280847
Louisville Metro EMS,7/29/2017,NO,YES,Strain (muscle/tendon),2,521792.72,39,67,98,14.94846459,25.68069558,37.56280847
Louisville Metro EMS,7/29/2017,YES,YES,Strain (muscle/tendon),1,521792.72,39,67,98,14.94846459,25.68069558,37.56280847
Mayor's Office                ,7/29/2017,NULL,NULL,NULL,0,32938,0,0,0,0,0,0
Metro Animal Services         ,7/29/2017,NULL,NULL,NULL,0,116403.61,0,0,0,0,0,0
Metro Criminal Justice Comm   ,7/29/2017,NULL,NULL,NULL,0,6533.8,0,0,0,0,0,0
Metro Parks & Recreation,7/29/2017,NO,YES,Sprain  (ligament),1,625820.05,18,33,42,5.752452322,10.54616259,13.42238875
Metro Parks & Recreation,7/29/2017,NO,YES,Strain (muscle/tendon),1,625820.05,18,33,42,5.752452322,10.54616259,13.42238875
Metro Police,7/29/2017,NO,YES,Cut or Laceration,1,3018764.17,44,69,133,2.915100188,4.571407113,8.811552842
Metro Police,7/29/2017,YES,YES,Other,1,3018764.17,44,69,133,2.915100188,4.571407113,8.811552842
Metro Police,7/29/2017,YES,YES,Sprain  (ligament),1,3018764.17,44,69,133,2.915100188,4.571407113,8.811552842
Office of Performance Improvmt,7/29/2017,NULL,NULL,NULL,0,26174.8,0,0,0,0,0,0
OMB ,7/29/2017,NULL,NULL,NULL,0,391697.7,1,1,2,0.510597841,0.510597841,1.021195682
Other Officials               ,7/29/2017,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,7/29/2017,NO,NO,Tear of muscle/tendon/ligament,1,50558.2,0,0,1,0,0,3.955837035
Public Health & Wellness,7/29/2017,NULL,NULL,NULL,0,382816.64,3,3,6,1.567329989,1.567329989,3.134659977
PW&A ,7/29/2017,YES,YES,Cut or Laceration,1,845754.97,15,62,72,3.547126658,14.66145685,17.02620796
PW&A ,7/29/2017,NO,YES,Multiple injuries,1,845754.97,15,62,72,3.547126658,14.66145685,17.02620796
PW&A ,7/29/2017,NO,YES,Strain (muscle/tendon),2,845754.97,15,62,72,3.547126658,14.66145685,17.02620796
Waterfront Development Corp,7/29/2017,NULL,NULL,NULL,0,31950.6,1,1,1,6.259663355,6.259663355,6.259663355
Youth Detention Services      ,7/29/2017,YES,YES,Strain (muscle/tendon),1,249422.2467,14,15,19,11.2259433,12.0277964,15.23520877
Zoo,7/29/2017,NO,NO,Eye Injury,1,343318.33,1,1,18,0.582549729,0.582549729,10.48589512
Zoo,7/29/2017,NO,NO,Other,3,343318.33,1,1,18,0.582549729,0.582549729,10.48589512
Belle of Louisville           ,7/15/2017,NULL,NULL,NULL,0,72185.35,0,0,0,0,0,0
Codes & Regulations,7/15/2017,NO,NO,Cut or Laceration,1,262594.8,1,6,18,0.761629705,4.569778229,13.70933469
Commonwealth Attorney         ,7/15/2017,NULL,NULL,NULL,0,41250,0,0,0,0,0,0
Community Services,7/15/2017,NULL,NULL,NULL,0,242235.87,0,0,4,0,0,3.302566214
Coroner                       ,7/15/2017,NULL,NULL,NULL,0,30108,0,0,0,0,0,0
Corrections                   ,7/15/2017,NULL,NULL,NULL,0,1033362.91,31,49,70,5.999828269,9.483599523,13.54799932
County Attorney               ,7/15/2017,NULL,NULL,NULL,0,202366.9,0,0,0,0,0,0
Dept of Information Technology,7/15/2017,NO,NO,Carpal Tunnel,1,110181.2,0,0,1,0,0,1.815191702
Develop Louisville,7/15/2017,NULL,NULL,NULL,0,202197,0,0,3,0,0,2.967403077
Econ Growth & Innovation ,7/15/2017,NULL,NULL,NULL,0,42763,0,0,0,0,0,0
Econ Growth & Innovation-APCD,7/15/2017,NULL,NULL,NULL,0,90371.8,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,7/15/2017,NO,NO,Cut or Laceration,1,376734.0367,1,1,3,0.530878499,0.530878499,1.592635498
Fire & Rescue                 ,7/15/2017,YES,YES,Burn from heat,1,1207089.55,33,34,36,5.467697074,5.633384864,5.964760444
Fire & Rescue                 ,7/15/2017,YES,YES,Heat Illness,1,1207089.55,33,34,36,5.467697074,5.633384864,5.964760444
Fire & Rescue                 ,7/15/2017,YES,YES,Strain (muscle/tendon),2,1207089.55,33,34,36,5.467697074,5.633384864,5.964760444
Fleet & Facilities,7/15/2017,NULL,NULL,NULL,0,340296.8533,3,7,12,1.763166465,4.114055085,7.052665861
Human Relations Commission    ,7/15/2017,NULL,NULL,NULL,0,26109.2,0,0,0,0,0,0
Human Resources,7/15/2017,NULL,NULL,NULL,0,76213.95,0,0,0,0,0,0
Internal Auditor              ,7/15/2017,NULL,NULL,NULL,0,12413.1,0,0,0,0,0,0
Kentuckiana Works Foundation,7/15/2017,NULL,NULL,NULL,0,45277,0,0,0,0,0,0
Library,7/15/2017,NULL,NULL,NULL,0,438903.65,3,4,6,1.36704263,1.822723507,2.73408526
Louisville Metro Council      ,7/15/2017,NULL,NULL,NULL,0,158708.65,0,0,0,0,0,0
Louisville Metro EMS,7/15/2017,NO,NO,Bloodborne Pathogen Exposure,4,523071.37,38,64,98,14.52956601,24.47084802,37.47098603
Louisville Metro EMS,7/15/2017,YES,YES,Cut or Laceration,1,523071.37,38,64,98,14.52956601,24.47084802,37.47098603
Louisville Metro EMS,7/15/2017,YES,YES,Insect Bite,1,523071.37,38,64,98,14.52956601,24.47084802,37.47098603
Louisville Metro EMS,7/15/2017,NO,YES,Strain (muscle/tendon),1,523071.37,38,64,98,14.52956601,24.47084802,37.47098603
Mayor's Office                ,7/15/2017,NULL,NULL,NULL,0,32893.7,0,0,0,0,0,0
Metro Animal Services         ,7/15/2017,NULL,NULL,NULL,0,116256.66,0,0,0,0,0,0
Metro Criminal Justice Comm   ,7/15/2017,NULL,NULL,NULL,0,6582.7,0,0,0,0,0,0
Metro Parks & Recreation,7/15/2017,YES,YES,Heat Illness,1,624916.3333,20,34,43,6.400856861,10.88145666,13.76184225
Metro Parks & Recreation,7/15/2017,YES,YES,Insect Sting,1,624916.3333,20,34,43,6.400856861,10.88145666,13.76184225
Metro Parks & Recreation,7/15/2017,NO,YES,Strain (muscle/tendon),1,624916.3333,20,34,43,6.400856861,10.88145666,13.76184225
Metro Police,7/15/2017,YES,YES,Contusion/Bruise,1,3014767.67,43,68,134,2.852624461,4.511127055,8.889573902
Metro Police,7/15/2017,NO,YES,Inflamation,1,3014767.67,43,68,134,2.852624461,4.511127055,8.889573902
Metro Police,7/15/2017,NO,YES,Multiple injuries,1,3014767.67,43,68,134,2.852624461,4.511127055,8.889573902
Metro Police,7/15/2017,YES,YES,Multiple injuries,2,3014767.67,43,68,134,2.852624461,4.511127055,8.889573902
Metro Police,7/15/2017,YES,YES,Strain (muscle/tendon),2,3014767.67,43,68,134,2.852624461,4.511127055,8.889573902
Metro Police,7/15/2017,NO,YES,Sudden Illness,1,3014767.67,43,68,134,2.852624461,4.511127055,8.889573902
Metro Police,7/15/2017,YES,YES,Sudden Illness,1,3014767.67,43,68,134,2.852624461,4.511127055,8.889573902
Office of Performance Improvmt,7/15/2017,NULL,NULL,NULL,0,25970.7,0,0,0,0,0,0
OMB ,7/15/2017,NULL,NULL,NULL,0,392467.1,1,1,2,0.509596855,0.509596855,1.019193711
Other Officials               ,7/15/2017,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,7/15/2017,NULL,NULL,NULL,0,50611.8,0,0,0,0,0,0
Public Health & Wellness,7/15/2017,NULL,NULL,NULL,0,382513.47,3,3,6,1.568572213,1.568572213,3.137144425
PW&A ,7/15/2017,NO,NO,Fracture,1,846781.52,16,63,76,3.779014922,14.87987126,17.95032088
PW&A ,7/15/2017,YES,YES,Fracture,1,846781.52,16,63,76,3.779014922,14.87987126,17.95032088
PW&A ,7/15/2017,NO,NO,Insect Bite,1,846781.52,16,63,76,3.779014922,14.87987126,17.95032088
PW&A ,7/15/2017,NO,YES,Strain (muscle/tendon),2,846781.52,16,63,76,3.779014922,14.87987126,17.95032088
Waterfront Development Corp,7/15/2017,NULL,NULL,NULL,0,31880.52,1,1,1,6.273423395,6.273423395,6.273423395
Youth Detention Services      ,7/15/2017,NO,NO,Strain (muscle/tendon),1,251422.6133,14,15,19,11.13662754,11.93210094,15.11399452
Zoo,7/15/2017,NULL,NULL,NULL,0,344313.24,1,1,15,0.580866423,0.580866423,8.71299634
Belle of Louisville           ,7/1/2017,NULL,NULL,NULL,0,71315.79,0,0,0,0,0,0
Codes & Regulations,7/1/2017,NO,NO,Chemical Exposure,1,262189.45,1,6,17,0.762807199,4.576843195,12.96772239
Codes & Regulations,7/1/2017,NO,NO,Other,1,262189.45,1,6,17,0.762807199,4.576843195,12.96772239
Commonwealth Attorney         ,7/1/2017,NULL,NULL,NULL,0,41625,0,0,0,0,0,0
Community Services,7/1/2017,NULL,NULL,NULL,0,243146.24,0,0,4,0,0,3.290200992
Coroner                       ,7/1/2017,NULL,NULL,NULL,0,29948,0,0,0,0,0,0
Corrections                   ,7/1/2017,NULL,NULL,NULL,0,1030242.11,31,49,70,6.018002894,9.512327156,13.58903879
County Attorney               ,7/1/2017,NULL,NULL,NULL,0,202273.9,0,0,0,0,0,0
Dept of Information Technology,7/1/2017,NULL,NULL,NULL,0,110429.6,0,0,0,0,0,0
Develop Louisville,7/1/2017,NULL,NULL,NULL,0,202995.8,0,0,3,0,0,2.955726178
Econ Growth & Innovation ,7/1/2017,NULL,NULL,NULL,0,42816,0,0,0,0,0,0
Econ Growth & Innovation-APCD,7/1/2017,NULL,NULL,NULL,0,90089.8,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,7/1/2017,NULL,NULL,NULL,0,377827.7667,1,1,2,0.52934172,0.52934172,1.058683441
Fire & Rescue                 ,7/1/2017,YES,YES,Strain (muscle/tendon),1,1207020.15,32,33,35,5.302314133,5.46801145,5.799406083
Fleet & Facilities,7/1/2017,NO,NO,NULL,1,341945.2533,3,7,13,1.754666848,4.094222646,7.603556343
Human Relations Commission    ,7/1/2017,NULL,NULL,NULL,0,26146.1,0,0,0,0,0,0
Human Resources,7/1/2017,NULL,NULL,NULL,0,76573.65,0,0,0,0,0,0
Internal Auditor              ,7/1/2017,NULL,NULL,NULL,0,12424.3,0,0,0,0,0,0
Kentuckiana Works Foundation,7/1/2017,NULL,NULL,NULL,0,45336.1,0,0,0,0,0,0
Library,7/1/2017,NULL,NULL,NULL,0,439001.25,4,6,8,1.822318274,2.73347741,3.644636547
Louisville Metro Council      ,7/1/2017,NULL,NULL,NULL,0,159210.35,0,0,0,0,0,0
Louisville Metro EMS,7/1/2017,YES,YES,Dehydration,1,524090.57,38,63,95,14.50131034,24.04164608,36.25327584
Louisville Metro EMS,7/1/2017,YES,YES,Strain (muscle/tendon),1,524090.57,38,63,95,14.50131034,24.04164608,36.25327584
Mayor's Office                ,7/1/2017,NULL,NULL,NULL,0,32958.5,0,0,0,0,0,0
Metro Animal Services         ,7/1/2017,NULL,NULL,NULL,0,116214.16,0,0,0,0,0,0
Metro Criminal Justice Comm   ,7/1/2017,NULL,NULL,NULL,0,6560.7,0,0,0,0,0,0
Metro Parks & Recreation,7/1/2017,YES,YES,"Concussion-Brain, cerebral",1,624841.1833,18,31,40,5.761464026,9.922521379,12.80325339
Metro Police,7/1/2017,NO,NO,Multiple injuries,1,3011751.85,42,64,130,2.789074405,4.250018141,8.63284935
Metro Police,7/1/2017,YES,YES,Sudden Illness,1,3011751.85,42,64,130,2.789074405,4.250018141,8.63284935
Metro Police,7/1/2017,NO,YES,Sudden Illness,2,3011751.85,42,64,130,2.789074405,4.250018141,8.63284935
Office of Performance Improvmt,7/1/2017,NULL,NULL,NULL,0,25765.9,0,0,0,0,0,0
OMB ,7/1/2017,NULL,NULL,NULL,0,393876.9,1,1,2,0.50777286,0.50777286,1.01554572
Other Officials               ,7/1/2017,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,7/1/2017,NULL,NULL,NULL,0,50843.8,0,0,0,0,0,0
Public Health & Wellness,7/1/2017,NULL,NULL,NULL,0,382968.65,3,3,6,1.566707875,1.566707875,3.133415751
PW&A ,7/1/2017,NO,YES,Contusion/Bruise,1,847463.34,17,63,74,4.011972954,14.86789977,17.46388227
PW&A ,7/1/2017,NO,YES,Strain (muscle/tendon),1,847463.34,17,63,74,4.011972954,14.86789977,17.46388227
PW&A ,7/1/2017,YES,YES,Tear of muscle/tendon/ligament,1,847463.34,17,63,74,4.011972954,14.86789977,17.46388227
Waterfront Development Corp,7/1/2017,NULL,NULL,NULL,0,31931.32,1,1,1,6.263442914,6.263442914,6.263442914
Youth Detention Services      ,7/1/2017,YES,YES,Cut or Laceration,1,252305.4967,16,17,20,12.6830372,13.47572703,15.8537965
Zoo,7/1/2017,NULL,NULL,NULL,0,345356.55,1,1,17,0.579111646,0.579111646,9.844897976
Belle of Louisville           ,6/17/2017,NULL,NULL,NULL,0,71393.2,0,0,0,0,0,0
Codes & Regulations,6/17/2017,NO,NO,Puncture,1,261154.55,1,6,15,0.765830042,4.594980252,11.48745063
Commonwealth Attorney         ,6/17/2017,NULL,NULL,NULL,0,42000,0,0,0,0,0,0
Community Services,6/17/2017,NULL,NULL,NULL,0,243556.95,0,0,4,0,0,3.284652727
Coroner                       ,6/17/2017,NULL,NULL,NULL,0,29948,0,0,0,0,0,0
Corrections                   ,6/17/2017,NO,NO,Bloodborne Pathogen Exposure,1,1027617.36,31,49,71,6.033374135,9.536623632,13.81837302
Corrections                   ,6/17/2017,YES,YES,Other,1,1027617.36,31,49,71,6.033374135,9.536623632,13.81837302
Corrections                   ,6/17/2017,NO,YES,Strain (muscle/tendon),1,1027617.36,31,49,71,6.033374135,9.536623632,13.81837302
County Attorney               ,6/17/2017,NULL,NULL,NULL,0,202125.9,0,0,0,0,0,0
Dept of Information Technology,6/17/2017,NULL,NULL,NULL,0,110637,0,0,0,0,0,0
Develop Louisville,6/17/2017,NULL,NULL,NULL,0,203561.2,0,0,3,0,0,2.947516521
Econ Growth & Innovation ,6/17/2017,NULL,NULL,NULL,0,42684.5,0,0,0,0,0,0
Econ Growth & Innovation-APCD,6/17/2017,NULL,NULL,NULL,0,89996.1,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,6/17/2017,NULL,NULL,NULL,0,379254.5934,1,1,2,0.527350238,0.527350238,1.054700476
Fire & Rescue                 ,6/17/2017,YES,YES,Fracture,1,1206473.15,32,33,36,5.304718136,5.470490578,5.967807904
Fleet & Facilities,6/17/2017,NO,NO,Contusion/Bruise,1,342556.2033,3,7,12,1.751537395,4.086920588,7.00614958
Fleet & Facilities,6/17/2017,NO,NO,Other,1,342556.2033,3,7,12,1.751537395,4.086920588,7.00614958
Human Relations Commission    ,6/17/2017,NULL,NULL,NULL,0,26107.2,0,0,0,0,0,0
Human Resources,6/17/2017,NULL,NULL,NULL,0,76689.85,0,0,0,0,0,0
Internal Auditor              ,6/17/2017,NULL,NULL,NULL,0,12435.2,0,0,0,0,0,0
Kentuckiana Works Foundation,6/17/2017,NULL,NULL,NULL,0,45229.2,0,0,0,0,0,0
Library,6/17/2017,NULL,NULL,NULL,0,438990.85,5,7,9,2.277951807,3.18913253,4.100313253
Louisville Metro Council      ,6/17/2017,NULL,NULL,NULL,0,159168.85,0,0,0,0,0,0
Louisville Metro EMS,6/17/2017,NO,NO,Bloodborne Pathogen Exposure,2,524800.27,38,64,101,14.48169987,24.39023135,38.49083386
Louisville Metro EMS,6/17/2017,NO,NO,Exposure to Substance,2,524800.27,38,64,101,14.48169987,24.39023135,38.49083386
Louisville Metro EMS,6/17/2017,NO,YES,Strain (muscle/tendon),1,524800.27,38,64,101,14.48169987,24.39023135,38.49083386
Mayor's Office                ,6/17/2017,NULL,NULL,NULL,0,33044.3,0,0,0,0,0,0
Metro Animal Services         ,6/17/2017,NULL,NULL,NULL,0,115817.06,1,2,2,1.72686131,3.453722621,3.453722621
Metro Criminal Justice Comm   ,6/17/2017,NULL,NULL,NULL,0,6543.7,0,0,0,0,0,0
Metro Parks & Recreation,6/17/2017,NO,NO,Cut or Laceration,1,622901.2833,17,30,39,5.458328777,9.632344901,12.52204837
Metro Parks & Recreation,6/17/2017,NO,YES,Cut or Laceration,1,622901.2833,17,30,39,5.458328777,9.632344901,12.52204837
Metro Parks & Recreation,6/17/2017,NO,YES,Fracture,1,622901.2833,17,30,39,5.458328777,9.632344901,12.52204837
Metro Parks & Recreation,6/17/2017,NO,YES,Insect Bite,1,622901.2833,17,30,39,5.458328777,9.632344901,12.52204837
Metro Parks & Recreation,6/17/2017,NO,NO,Puncture,1,622901.2833,17,30,39,5.458328777,9.632344901,12.52204837
Metro Police,6/17/2017,NO,YES,NULL,1,3007609.85,43,63,128,2.859413431,4.189373166,8.511742306
Metro Police,6/17/2017,NO,YES,Multiple injuries,1,3007609.85,43,63,128,2.859413431,4.189373166,8.511742306
Metro Police,6/17/2017,NO,NO,Other,1,3007609.85,43,63,128,2.859413431,4.189373166,8.511742306
Metro Police,6/17/2017,NO,YES,Other,1,3007609.85,43,63,128,2.859413431,4.189373166,8.511742306
Metro Police,6/17/2017,NO,YES,Sudden Illness,4,3007609.85,43,63,128,2.859413431,4.189373166,8.511742306
Office of Performance Improvmt,6/17/2017,NULL,NULL,NULL,0,25579.5,0,0,0,0,0,0
OMB ,6/17/2017,NULL,NULL,NULL,0,395015.6,1,1,2,0.506309118,0.506309118,1.012618236
Other Officials               ,6/17/2017,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,6/17/2017,NULL,NULL,NULL,0,50855,0,0,0,0,0,0
Public Health & Wellness,6/17/2017,NO,NO,Puncture,1,382174.85,3,3,6,1.569962021,1.569962021,3.139924043
PW&A ,6/17/2017,NO,NO,Insect Bite,2,847704.35,16,64,78,3.774901002,15.09960401,18.40264238
PW&A ,6/17/2017,YES,YES,Strain (muscle/tendon),1,847704.35,16,64,78,3.774901002,15.09960401,18.40264238
PW&A ,6/17/2017,NO,YES,Strain (muscle/tendon),1,847704.35,16,64,78,3.774901002,15.09960401,18.40264238
Waterfront Development Corp,6/17/2017,NULL,NULL,NULL,0,32071.57,1,1,1,6.236052678,6.236052678,6.236052678
Youth Detention Services      ,6/17/2017,YES,YES,Contusion/Bruise,1,253198.3133,15,16,19,11.84842016,12.63831484,15.00799887
Zoo,6/17/2017,NULL,NULL,NULL,0,346259.01,1,1,17,0.577602298,0.577602298,9.819239072
Belle of Louisville           ,6/3/2017,NULL,NULL,NULL,0,70932.48,0,0,0,0,0,0
Codes & Regulations,6/3/2017,NULL,NULL,NULL,0,260338.45,1,6,14,0.76823074,4.609384438,10.75523035
Commonwealth Attorney         ,6/3/2017,NULL,NULL,NULL,0,42375,0,0,0,0,0,0
Community Services,6/3/2017,NULL,NULL,NULL,0,244546.74,0,0,4,0,0,3.271358269
Coroner                       ,6/3/2017,NULL,NULL,NULL,0,29948,0,0,0,0,0,0
Corrections                   ,6/3/2017,YES,YES,Sprain  (ligament),1,1026792.11,31,48,70,6.038223258,9.349506981,13.63469768
County Attorney               ,6/3/2017,NULL,NULL,NULL,0,202002.9,0,0,0,0,0,0
Dept of Information Technology,6/3/2017,NULL,NULL,NULL,0,110946.6,0,0,0,0,0,0
Develop Louisville,6/3/2017,NULL,NULL,NULL,0,204125.3,0,0,3,0,0,2.939371063
Econ Growth & Innovation ,6/3/2017,NULL,NULL,NULL,0,42670,0,0,0,0,0,0
Econ Growth & Innovation-APCD,6/3/2017,NULL,NULL,NULL,0,89902,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,6/3/2017,NULL,NULL,NULL,0,381299.4267,1,1,2,0.524522163,0.524522163,1.049044326
Fire & Rescue                 ,6/3/2017,NULL,NULL,NULL,0,1205740.2,31,32,35,5.142069577,5.307942789,5.805562425
Fleet & Facilities,6/3/2017,NULL,NULL,NULL,0,343377.77,4,8,11,2.329795549,4.659591097,6.406937758
Human Relations Commission    ,6/3/2017,NULL,NULL,NULL,0,26162.5,0,0,0,0,0,0
Human Resources,6/3/2017,NULL,NULL,NULL,0,76887.65,0,0,1,0,0,2.601197982
Internal Auditor              ,6/3/2017,NULL,NULL,NULL,0,12445.7,0,0,0,0,0,0
Kentuckiana Works Foundation,6/3/2017,NULL,NULL,NULL,0,45001.2,0,0,0,0,0,0
Library,6/3/2017,NO,NO,Cut or Laceration,1,438975.9,5,7,9,2.278029386,3.189241141,4.100452895
Louisville Metro Council      ,6/3/2017,NULL,NULL,NULL,0,159567.05,0,0,0,0,0,0
Louisville Metro EMS,6/3/2017,NO,YES,Sprain  (ligament),2,526491.77,42,70,105,15.95466535,26.59110892,39.88666338
Mayor's Office                ,6/3/2017,NULL,NULL,NULL,0,33110.6,0,0,0,0,0,0
Metro Animal Services         ,6/3/2017,NULL,NULL,NULL,0,115113.06,1,2,2,1.737422322,3.474844644,3.474844644
Metro Criminal Justice Comm   ,6/3/2017,NULL,NULL,NULL,0,6509.4,0,0,0,0,0,0
Metro Parks & Recreation,6/3/2017,NULL,NULL,NULL,0,620901.0333,19,29,37,6.120137987,9.341263243,11.91816345
Metro Police,6/3/2017,NO,YES,Cut or Laceration,1,3005517.25,48,62,129,3.194125737,4.125745743,8.584212917
Metro Police,6/3/2017,NO,YES,Sudden Illness,1,3005517.25,48,62,129,3.194125737,4.125745743,8.584212917
Metro Police,6/3/2017,YES,YES,Sudden Illness,1,3005517.25,48,62,129,3.194125737,4.125745743,8.584212917
Office of Performance Improvmt,6/3/2017,NULL,NULL,NULL,0,25450,0,0,0,0,0,0
OMB ,6/3/2017,NULL,NULL,NULL,0,396405.6,1,1,2,0.50453374,0.50453374,1.00906748
Other Officials               ,6/3/2017,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,6/3/2017,NULL,NULL,NULL,0,51040.4,0,0,0,0,0,0
Public Health & Wellness,6/3/2017,NULL,NULL,NULL,0,381964.28,3,3,5,1.570827513,1.570827513,2.618045855
PW&A ,6/3/2017,YES,YES,Contusion/Bruise,1,847398.95,15,66,78,3.540245123,15.57707854,18.40927464
PW&A ,6/3/2017,NO,YES,Strain (muscle/tendon),1,847398.95,15,66,78,3.540245123,15.57707854,18.40927464
PW&A ,6/3/2017,YES,YES,Strain (muscle/tendon),1,847398.95,15,66,78,3.540245123,15.57707854,18.40927464
Waterfront Development Corp,6/3/2017,NULL,NULL,NULL,0,32001.32,1,1,1,6.249742198,6.249742198,6.249742198
Youth Detention Services      ,6/3/2017,NULL,NULL,NULL,0,253796.13,15,16,19,11.82051121,12.60854529,14.97264753
Zoo,6/3/2017,NULL,NULL,NULL,0,346927.31,1,1,18,0.57648964,0.57648964,10.37681352
Belle of Louisville           ,5/20/2017,NULL,NULL,NULL,0,70732.78,0,0,0,0,0,0
Codes & Regulations,5/20/2017,NULL,NULL,NULL,0,259823.2,1,7,15,0.769754202,5.388279415,11.54631303
Commonwealth Attorney         ,5/20/2017,NULL,NULL,NULL,0,42750,0,0,0,0,0,0
Community Services,5/20/2017,NO,NO,Contusion/Bruise,1,245366.97,0,0,4,0,0,3.260422542
Coroner                       ,5/20/2017,NULL,NULL,NULL,0,29948,0,0,0,0,0,0
Corrections                   ,5/20/2017,NULL,NULL,NULL,0,1026937.66,30,47,70,5.84261366,9.153428067,13.63276521
County Attorney               ,5/20/2017,NULL,NULL,NULL,0,202005.9,0,0,0,0,0,0
Dept of Information Technology,5/20/2017,NULL,NULL,NULL,0,111066.5,0,0,0,0,0,0
Develop Louisville,5/20/2017,NULL,NULL,NULL,0,205183.8,0,0,3,0,0,2.924207467
Econ Growth & Innovation ,5/20/2017,NULL,NULL,NULL,0,42663,1,1,1,4.687902867,4.687902867,4.687902867
Econ Growth & Innovation-APCD,5/20/2017,NULL,NULL,NULL,0,90000.9,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,5/20/2017,NULL,NULL,NULL,0,383369.9401,1,1,2,0.521689311,0.521689311,1.043378623
Fire & Rescue                 ,5/20/2017,NULL,NULL,NULL,0,1205377.9,32,33,36,5.309538195,5.475461264,5.97323047
Fleet & Facilities,5/20/2017,NULL,NULL,NULL,0,344619.67,4,8,11,2.321399704,4.642799408,6.383849187
Human Relations Commission    ,5/20/2017,NULL,NULL,NULL,0,26272.3,0,0,0,0,0,0
Human Resources,5/20/2017,NULL,NULL,NULL,0,77271.65,0,0,1,0,0,2.588271378
Internal Auditor              ,5/20/2017,NULL,NULL,NULL,0,12481.2,0,0,0,0,0,0
Kentuckiana Works Foundation,5/20/2017,NULL,NULL,NULL,0,44889.8,0,0,0,0,0,0
Library,5/20/2017,YES,YES,"Concussion-Brain, cerebral",1,438686,5,7,8,2.279534793,3.19134871,3.647255668
